,URLRating,DomainRating,IPFrom,ReferringPageURL,ReferringPageTitle,InternalLinksCount,ExternalLinksCount,LinkURL,TextPre,LinkAnchor,TextPost,Size,Type,NoFollow,Site-wide,Image,Encoding,Alt,FirstSeen,PreviousVisited,LastCheck,Original
143177,4,30,172.217.19.225,http://machineseo.blogspot.com/2017/08/35-inexpensive-ways-to-promote-your.html,Machine SEO: 35 Inexpensive Ways to Promote Your Website - Machine SEO,29,73,https://backlinko.com/google-keyword-planner,,"Learn how to utilize this tool,",,26385,href,False,False,False,utf8,,2017-09-20 01:29:02,2017-10-28 21:33:20,2017-11-05 07:31:13,True
143546,4,30,69.61.61.130,http://www.onlinejobreviews.net/marketing-links/,Bookmarks for Online Marketers,23,222,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,,11144,href,False,False,False,utf8,,2017-09-22 09:49:34,2017-10-25 20:58:20,2017-11-02 01:24:17,False
143699,4,35,162.250.126.19,http://www.goodtoseo.com/the-definitive-guide-to-keyword-research-updated/,The Definitive Guide to Keyword Research (Updated),87,35,https://backlinko.com/google-keyword-planner,,Chapter 2: Google Keyword Planner,–I’ll show you how to get the most from Google’s,77008,href,False,False,False,utf8,,2017-09-30 15:15:56,2017-08-24 15:48:41,2017-09-30 15:15:56,False
143879,3,25,192.169.235.49,http://www.dofollowsiteslinks.net/2016/08/make-website-rank-no-1boosting-website-no-1-making-your-index-higher-on-search-engine-how-to-get-on-top-rank/,How To Make Your Website Rank No 1,50,13,https://backlinko.com/google-keyword-planner,in specific terms. you can always pop new keywords into,Google Keyword Planner,and check how many people search this keyword per day,10728,href,False,False,False,utf8,,2017-09-21 21:08:36,2017-09-21 21:08:37,2017-10-13 09:49:14,False
144070,3,33,216.222.192.128,http://thehomebusinessowner.com/blog/tag/work-at-home-mom/,work at home mom Archives - The Home business owner Blog,35,52,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,58524,href,False,False,False,utf8,,2017-09-24 20:06:08,2017-09-24 20:06:10,2017-10-03 01:38:34,False
144992,3,33,216.222.192.128,http://thehomebusinessowner.com/blog/tag/stay-at-home-mom/,stay at home mom Archives - The Home business owner Blog,32,63,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,58673,href,False,False,False,utf8,,2017-09-22 13:48:54,2017-09-14 05:48:14,2017-09-22 13:48:54,False
145166,3,28,37.123.118.94,http://www.objettrouvemedia.com/2016/03/30/international-seo-some-tips-tricks/,International SEO – Some tips & tricks - Objet Trouve Media,7,4,https://backlinko.com/google-keyword-planner,order to attract visitors from other countries. Google Keyword Planner,is useful for this,", and research will definitely pay off as it will",4456,href,False,False,False,utf8,,2017-10-08 03:55:28,2017-09-02 22:21:59,2017-10-08 03:55:28,False
161665,3,29,104.31.72.232,http://www.linkddl.com/search/keyword-planner,keyword planner | Google Keyword Planner - Google AdWords,64,15,https://backlinko.com/google-keyword-planner,GoogleKeyword Planner- Backlinko,,,42773,href,True,False,False,utf8,,2017-10-31 21:20:14,2017-09-18 02:42:30,2017-10-31 21:20:14,False
162921,3,28,216.58.205.1,http://tracisimpson.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Traci's Adventure Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,8,45,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23527,href,False,False,False,utf8,,2017-10-27 10:29:34,2017-09-05 10:55:12,2017-10-27 10:29:34,False
163026,3,27,77.244.243.51,http://www.work-at-home-news.com/a-primer-for-writing-promotional-informative-and-entertaining-content-that-captivates-readers/,"A Primer for Writing Promotional, Informative and Entertaining Content that Captivates Readers | Work At Home News",33,54,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),19025,href,True,False,False,utf8,,2017-09-23 10:46:45,2017-10-23 06:14:55,2017-10-31 13:09:24,False
163573,3,16,216.58.213.129,http://seospruce.blogspot.com/2014/10/search-engine-optimization-tutorial.html,Free SEO Tips: SEO Tutorial Step By Step For Beginners 2015,19,131,https://backlinko.com/google-keyword-planner,can improve your blog visibility and increase visitors is to,use the Google keyword planner tool,to search for less competitive keywords.,39535,href,False,False,False,utf8,,2017-10-07 19:16:57,2017-10-20 13:31:05,2017-10-28 19:38:21,False
163788,3,6,216.58.206.225,http://sultansayed.blogspot.com/2016/10/,Sultan Sayed (SEO Expert Mumbai): October 2016,170,134,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,33056,href,False,False,False,utf8,,2017-09-22 20:09:21,2017-10-19 18:08:38,2017-11-03 07:20:12,False
163810,3,27,82.145.60.250,http://www.dubaiseo.info/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison -,13,27,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,84311,href,False,False,False,utf8,,2017-10-03 17:52:34,2017-10-20 13:13:59,2017-10-28 16:17:43,False
164057,2,27,66.96.147.168,http://www.kunjadiya.com/23-snazzy-blogging-tools-every-professional-content-marketer-is-using/,23 Snazzy Blogging Tools Every Professional Content Marketer is Using,58,308,https://backlinko.com/google-keyword-planner,Here’s an explanation of the three categories by,Brian Dean,.,192151,href,False,False,False,utf8,,2017-09-23 08:59:56,2017-10-26 13:02:58,2017-11-03 08:31:42,False
164934,2,24,104.219.248.69,https://drivestartups.com/seo-growth-hacking-techniques-to-scale-your-business/,SEO Growth Hacking Techniques to Scale Your Business... | DRIVE STARTUPS,102,39,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by using Google keyword planner,. General rule of thumb — focus on keywords that refer to,22143,href,False,False,False,utf8,,2017-10-02 10:07:10,2017-10-02 10:07:11,2017-11-02 21:52:59,False
165405,2,25,66.96.147.144,http://www.digitalrookies.com/17-powerful-secrets-updated-for-2017-digital-rookies-2/,17 Powerful Secrets (Updated for 2017) - Digital Rookies - Digital Rookies,50,29,https://backlinko.com/google-keyword-planner,for long tail keywords that may not show up in,the Google Keyword Planner,:,29603,href,False,False,False,utf8,,2017-10-16 11:34:32,2017-10-24 10:22:40,2017-11-01 11:52:04,False
165456,2,25,66.96.147.144,http://www.digitalrookies.com/17-powerful-secrets-updated-for-2017-digital-rookies/,17 Powerful Secrets (Updated for 2017) - Digital Rookies - Digital Rookies,50,37,https://backlinko.com/google-keyword-planner,for long tail keywords that may not show up in,the Google Keyword Planner,:,29554,href,False,False,False,utf8,,2017-10-05 23:50:11,2017-10-29 12:21:48,2017-10-30 18:42:06,False
165686,2,25,66.96.147.144,https://www.digitalrookies.com/17-powerful-secrets-updated-for-2017-digital-rookies-2/,17 Powerful Secrets (Updated for 2017) - Digital Rookies - Digital Rookies,50,29,https://backlinko.com/google-keyword-planner,for long tail keywords that may not show up in,the Google Keyword Planner,:,29580,href,False,False,False,utf8,,2017-10-03 07:54:09,2017-10-03 07:54:17,2017-10-31 06:55:58,False
166242,2,24,216.58.209.243,http://www.youtubehelpbd.com/2016/01/youtube-seo-ultimate-guide.html,YouTube SEO: The Ultimate Guide,61,23,https://backlinko.com/google-keyword-planner,,using the Google Keyword Planner,):,36196,href,False,False,False,utf8,,2017-09-19 06:53:00,2017-10-28 23:33:24,2017-11-05 05:07:54,False
166735,1,24,199.101.132.251,http://content-marketer.org/2016/02/page/4/,February | 2016 | Content Marketer | Page 4,91,50,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),108510,href,True,False,False,utf8,,2017-10-08 11:11:12,,2017-10-08 11:11:12,True
166746,1,24,199.101.132.251,https://content-marketer.org/tag/marketing/page/2/,marketing | Content Marketer | Page 2,72,125,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),122950,href,True,False,False,utf8,,2017-10-17 07:16:17,,2017-10-17 07:16:17,True
166825,1,24,199.101.132.251,https://content-marketer.org/tag/marketing-qa/,Marketing Q&A | Content Marketer,43,30,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),70838,href,True,False,False,utf8,,2017-10-20 07:39:35,2017-08-18 05:14:29,2017-10-20 07:39:35,False
166826,1,24,199.101.132.251,https://content-marketer.org/tag/marketing-questions/,marketing questions | Content Marketer,43,30,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),70797,href,True,False,False,utf8,,2017-10-19 05:49:05,2017-08-16 01:27:01,2017-10-19 05:49:05,False
166827,1,24,199.101.132.251,http://content-marketer.org/tag/marketing/page/2/,marketing | Content Marketer | Page 2,76,134,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),127303,href,True,False,False,utf8,,2017-10-21 08:45:29,2017-08-30 16:55:11,2017-10-21 08:45:29,False
166847,1,24,199.101.132.251,http://content-marketer.org/tag/marketing-qa/,Marketing Q&A | Content Marketer,43,28,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),70694,href,True,False,False,utf8,,2017-10-26 11:17:51,2017-09-02 04:48:40,2017-10-26 11:17:51,False
166848,1,24,199.101.132.251,http://content-marketer.org/tag/marketing-questions/,marketing questions | Content Marketer,43,27,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),70845,href,True,False,False,utf8,,2017-11-01 13:20:02,2017-09-04 18:39:50,2017-11-01 13:20:02,False
167020,1,39,23.238.16.205,http://startupswave.com/seo-growth-hacking-techniques-to-scale-your-business/,SEO Growth Hacking Techniques to Scale Your Business… | STARTUPS WAVE,96,38,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by using Google keyword planner,. General rule of thumb — focus on keywords that refer to,25780,href,False,False,False,utf8,,2017-10-04 15:18:23,2017-10-16 05:16:08,2017-10-23 10:54:39,False
167116,1,24,209.236.114.198,http://startupsvision.com/seo-growth-hacking-techniques-to-scale-your-business/,SEO Growth Hacking Techniques to Scale Your Business… | HACKED BY IDBTE4M,94,40,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by using Google keyword planner,. General rule of thumb — focus on keywords that refer to,109862,href,False,False,False,utf8,,2017-09-20 15:58:49,2017-09-22 03:08:06,2017-09-30 00:57:08,True
167130,1,19,216.58.204.129,http://wilshiredentaloffice.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Wils Hire Dental Office Public Thoughts: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,8,75,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22773,href,False,False,False,utf8,,2017-09-22 00:56:52,2017-10-07 21:25:33,2017-10-19 08:13:58,False
184225,0,17,216.58.198.193,http://lexxytechcorporations.blogspot.com/2016/06/seo-tips-complete-list-201-actionable.html,LexxyTech Corporations,35,142,https://backlinko.com/google-keyword-planner,Back in 2014 I released a guide,that included a chapter on the Google Keyword Planner,.,72870,href,False,False,False,utf8,,2017-09-27 21:46:19,2017-10-24 16:01:42,2017-11-02 02:00:05,False
184293,0,22,104.27.154.196,http://www.au-e.com/search/keywords-planner,keywords planner | Google Keyword Planner - Google AdWords,73,21,https://backlinko.com/google-keyword-planner,Google Keyword Planner- No-Nonsense Guide to …,,,42553,href,True,False,False,utf8,,2017-11-05 20:12:25,2017-08-27 15:58:14,2017-11-05 20:12:25,False
184590,0,21,112.109.81.141,http://alchemymarketing.co.nz/16099-2/,How to generate great blog topics | Blog post ideas,25,18,https://backlinko.com/google-keyword-planner,Here’s a,useful article,on how to use Google’s Keyword Planner.,12197,href,False,False,False,utf8,,2017-10-16 02:01:29,2017-09-05 15:38:14,2017-10-16 02:01:29,False
184920,0,14,216.58.206.225,http://gimelifarbkv3b.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Internet Marketing Strategies: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,134,30,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,26648,href,False,False,False,utf8,,2017-10-02 17:19:44,2017-10-02 17:19:47,2017-10-22 10:53:01,False
185029,0,18,216.58.201.225,https://kmanideas.blogspot.com/2017/01/21-free-google-products-you-can-use-to.html,Kmanideas: 21 FREE Google products you can use to grow your business and personal productivity,42,64,https://backlinko.com/google-keyword-planner,,amazing guide to get you started,,19688,href,False,False,False,utf8,,2017-10-22 06:56:38,2017-09-06 09:51:08,2017-10-22 06:56:38,False
189464,0,0,104.28.4.69,http://positionone.ca/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,PositionONE Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison - PositionONE,17,16,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,20842,href,False,False,False,utf8,,2017-10-30 02:29:45,2017-09-27 13:20:29,2017-10-30 02:29:45,False
189465,0,0,104.28.4.69,http://www.positionone.ca/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,PositionONE Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison - PositionONE,17,16,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,20865,href,False,False,False,utf8,,2017-10-22 01:47:50,2017-09-07 08:17:31,2017-10-22 01:47:50,False
189466,0,22,104.27.154.196,http://www.au-e.com/search/keyword-planner,keyword planner | Google AdWords: Keyword Planner,63,12,https://backlinko.com/google-keyword-planner,GoogleKeyword Planner- No-Nonsense Guide to …,,,40861,href,True,False,False,utf8,,2017-09-25 09:51:09,2017-09-25 09:51:09,2017-10-03 09:08:39,False
189467,0,22,104.27.154.196,http://www.au-e.com/search/keywords-ideas,keywords ideas | StoryBase - Find content ideas and question keywords,65,11,https://backlinko.com/google-keyword-planner,Google Keyword Planner- No-Nonsense Guide to …,,,40602,href,True,False,False,utf8,,2017-09-19 12:36:48,2017-08-27 07:02:11,2017-09-19 12:36:48,False
189468,0,0,107.189.3.104,http://www.bloggingaims.com/keyword-research/,Keyword Research: The Only Guide You Need In 2017 - Blogging Aims,11,22,https://backlinko.com/google-keyword-planner,"tool, if you find any issues then you can check",this guide,. Everything is explained in that guide.,21398,href,False,False,False,utf8,,2017-09-20 00:22:18,2017-10-06 23:40:23,2017-10-30 06:20:15,False
189469,0,18,216.58.213.129,http://adentistfind.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,My public views: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,76,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22375,href,False,False,False,utf8,,2017-10-04 16:07:03,2017-10-04 16:07:07,2017-10-26 03:38:11,False
189470,0,18,216.58.198.193,http://amberperz.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Amber Perz's Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,9,54,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23426,href,False,False,False,utf8,,2017-10-07 09:04:08,2017-10-07 09:04:08,2017-11-01 06:29:11,False
189471,0,18,216.58.213.161,http://annettedegroot.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Annette Degroot's Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,47,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23311,href,False,False,False,utf8,,2017-10-04 19:52:17,2017-10-04 19:52:18,2017-10-31 04:38:19,False
189472,0,0,216.58.206.225,http://arizonawebsites.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Arizona Website Public Thoughts: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,77,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22941,href,False,False,False,utf8,,2017-09-19 03:46:57,2017-10-15 09:33:51,2017-10-30 01:47:40,False
189473,0,18,216.58.213.129,http://barrymilton.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Internet Marketing for Small Businesses: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,9,55,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23391,href,False,False,False,utf8,,2017-10-25 17:57:06,2017-09-16 17:37:01,2017-10-25 17:57:06,False
189474,0,0,216.58.204.97,http://davelewis1.blogspot.com/2016/10/,Dave Lewis' Blog: October 2016,96,103,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,32767,href,False,False,False,utf8,,2017-10-19 15:21:15,2017-10-28 18:18:53,2017-11-05 15:21:14,False
189475,0,0,216.58.213.161,http://davelewis1.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Dave Lewis' Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,95,33,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,26869,href,False,False,False,utf8,,2017-09-24 19:27:11,2017-09-24 19:27:12,2017-10-23 13:29:32,False
189476,0,0,216.58.205.1,http://dharmenderseoexperts.blogspot.com/2014/05/keyword-research-tools.html,Digital Marketing | SEO Expert | SEO Tools | Best SEO Training Institute in Gurgaon,50,32,https://backlinko.com/google-keyword-planner,,Google Keyword Planner,,27433,href,False,False,False,utf8,,2017-10-03 00:24:32,2017-10-28 10:09:05,2017-11-06 00:00:17,False
189477,0,0,216.58.198.193,http://edendentalroseburg.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Eden Dental Roseburg Public Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,77,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22543,href,False,False,False,utf8,,2017-10-14 06:15:53,2017-10-14 06:15:54,2017-11-05 06:56:00,False
189478,0,0,216.58.213.161,http://elitelimobog.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,EliteLimoBlog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,79,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,21974,href,False,False,False,utf8,,2017-11-06 04:00:44,2017-09-12 17:30:36,2017-11-06 04:00:44,False
189479,0,18,172.217.19.225,http://footballpredictionspreview.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Football Predictions Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,74,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22225,href,False,False,False,utf8,,2017-09-23 03:26:35,2017-09-23 03:26:37,2017-10-16 20:48:14,False
189480,0,0,216.58.204.97,http://hairextensionsreno202.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Hair Extensions Reno: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,44,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23288,href,False,False,False,utf8,,2017-09-29 07:17:33,2017-09-29 07:17:33,2017-10-28 07:30:31,False
189481,0,18,216.58.204.225,http://imlocalseo.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,IM Local SEO Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,63,101,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,25419,href,False,False,False,utf8,,2017-10-05 03:36:55,2017-10-05 03:36:55,2017-10-23 03:49:18,False
189482,0,8,216.58.211.225,http://infotagstar.blogspot.com/2015/10/7-seo-tactics-to-increase-website.html,Infomark: 7 SEO Tactics to Increase Website Traffic,16,29,https://backlinko.com/google-keyword-planner,"find keywords using various market based software, or simply use",Google keyword planner,.,15645,href,False,False,False,utf8,,2017-10-05 14:08:50,2017-10-05 14:08:50,2017-10-25 00:49:42,False
189483,0,0,216.58.213.129,http://innovatetoaccelerate.blogspot.com/2016/10/,Innovate to Accelerate. : October 2016,150,127,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,51451,href,False,False,False,utf8,,2017-10-08 01:20:01,2017-10-08 01:20:01,2017-10-20 20:38:13,False
189484,0,0,216.58.204.129,http://innovatetoaccelerate.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Innovate to Accelerate. : Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,146,66,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,33216,href,False,False,False,utf8,,2017-10-08 09:45:43,2017-10-08 09:45:43,2017-10-28 10:04:10,False
189485,0,0,216.58.206.225,http://intershipegypt.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Intership Egypt Public Thoughts: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,77,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22643,href,False,False,False,utf8,,2017-10-05 13:20:10,2017-10-05 13:20:10,2017-10-28 12:44:20,False
189486,0,0,216.58.201.225,http://jamestillmanreviews.blogspot.com/2016/10/,Internet Marketing Reviews by James Tillman: October 2016,95,103,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,32464,href,False,False,False,utf8,,2017-09-22 01:06:08,2017-10-30 17:14:50,2017-10-31 16:47:01,False
189487,0,0,216.58.213.161,http://jamestillmanreviews.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Internet Marketing Reviews by James Tillman: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,94,33,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,26968,href,False,False,False,utf8,,2017-10-30 18:06:45,2017-09-17 05:43:33,2017-10-30 18:06:45,False
189488,0,0,172.217.22.129,http://katytxpersonalinjuryattorney.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Katy Personal Injury Attorney: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,47,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23056,href,False,False,False,utf8,,2017-10-23 20:36:30,2017-09-18 17:38:02,2017-10-23 20:36:30,False
189489,0,7,216.58.205.1,https://livepmtv.blogspot.com/2017/04/how-to-find-video-keywords-for-youtube.html,How to Find Video Keywords for Youtube Videos | Make Money| Live PM TV,16,24,https://backlinko.com/google-keyword-planner,searches per month in Google (you can find this information,using the Google Keyword Planner,):,25808,href,False,False,False,utf8,,2017-10-17 02:29:16,2017-10-25 00:44:09,2017-11-01 15:03:49,False
189490,0,18,216.58.205.1,http://oldrivermediagroup.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Old River Media Group: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,7,45,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23230,href,False,False,False,utf8,,2017-10-23 19:15:37,2017-09-18 12:29:59,2017-10-23 19:15:37,False
189491,0,15,216.58.213.129,http://onpageseochecker.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Always Free SEO Analysis Tool: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,120,41,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,27871,href,False,False,False,utf8,,2017-09-23 16:40:11,2017-09-23 16:40:13,2017-10-21 10:18:11,False
189492,0,18,216.58.206.225,http://peternelsonmarketing.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Peter Nelson Marketing Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,10,66,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,23354,href,False,False,False,utf8,,2017-09-24 21:09:48,2017-09-24 21:09:49,2017-11-04 09:22:11,False
189493,0,0,216.58.204.225,http://raymondcastleberry.blogspot.com/2016/10/,Raymond Castleberry Blog: October 2016,101,45,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,37796,href,False,False,False,utf8,,2017-10-06 02:12:36,2017-10-06 02:12:36,2017-10-23 16:28:14,False
189494,0,0,216.58.204.225,http://raymondcastleberry.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Raymond Castleberry Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,100,45,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,26057,href,False,False,False,utf8,,2017-10-07 19:48:03,2017-10-07 19:48:05,2017-10-27 18:25:08,False
189495,0,0,216.58.209.225,http://raymondcastleberry.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword_31.html,Raymond Castleberry Blog: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,98,45,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,25999,href,False,False,False,utf8,,2017-10-20 02:01:07,2017-09-18 21:17:10,2017-10-20 02:01:07,False
189496,0,18,216.58.213.161,http://ronniebryan.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,Ronnie Bryant's Blog : Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,9,72,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,22741,href,False,False,False,utf8,,2017-10-03 10:12:04,2017-10-03 10:12:08,2017-10-23 09:20:01,False
189497,0,0,172.217.19.225,http://searchenginenews787.blogspot.com/2016/10/,Search Engine News Site: October 2016,86,140,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,42572,href,False,False,False,utf8,,2017-11-03 23:18:12,,2017-11-03 23:18:12,True
189498,0,0,216.58.213.129,http://seo62094.blogspot.com/2016/10/,Search Engine Optimization: October 2016,126,192,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,56131,href,False,False,False,utf8,,2017-11-02 04:19:41,,2017-11-02 04:19:41,True
189499,0,0,216.58.209.225,http://seocompanyorg.blogspot.com/2016/10/moz-keyword-explorer-vs-google-keyword.html,SEO Company: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,124,44,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,28138,href,False,False,False,utf8,,2017-11-02 07:54:14,,2017-11-02 07:54:14,True
189500,0,0,172.217.22.129,http://seocompanysurrey.blogspot.com/2016/10/,SEO Company Surrey: October 2016,136,50,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,58752,href,False,False,False,utf8,,2017-11-06 00:09:16,,2017-11-06 00:09:16,True
